"Age","LoanAmount100k","CreditScore","MonthsEmployed","NumCreditLines","InterestRate","LoanTerm","Education","EmploymentType","MaritalStatus","HasCoSigner","Default","Income100k"
44,2.23016,467,119,2,6.93,60,"PhD","Self-employed","Single","No",0,0.75026
60,1.68594,393,32,3,7.25,48,"High School","Full-time","Single","Yes",1,0.74836
63,2.20852,849,72,2,8.21,24,"Bachelor's","Self-employed","Married","No",0,1.2867
67,0.76433,749,20,1,19.41,24,"Bachelor's","Self-employed","Single","Yes",0,1.00568
63,1.97965,552,43,4,8.81,36,"PhD","Part-time","Married","No",0,1.24538
22,0.24662,529,19,3,22.4,24,"High School","Self-employed","Single","No",1,1.32691
25,0.51349,603,64,1,3.16,36,"Bachelor's","Unemployed","Married","Yes",0,0.36353
67,1.08257,546,71,2,13.46,12,"Bachelor's","Full-time","Single","Yes",0,0.88665
26,1.14409,639,40,4,8.78,48,"Bachelor's","Unemployed","Divorced","Yes",0,1.16612
62,1.2093,436,85,3,8.58,12,"Master's","Self-employed","Single","No",0,1.16518
43,1.62522,461,80,4,17.62,12,"PhD","Unemployed","Single","Yes",0,0.53862
54,1.71882,550,7,2,12.27,24,"PhD","Self-employed","Single","Yes",1,0.17567
46,1.35175,302,12,1,18.54,36,"High School","Part-time","Divorced","Yes",0,0.69442
24,0.40224,587,68,2,14.71,48,"Bachelor's","Full-time","Married","No",0,0.9218
42,2.26952,649,57,4,6.13,60,"Bachelor's","Part-time","Single","Yes",0,1.09608
25,1.28257,336,93,3,9.83,48,"High School","Part-time","Single","No",0,0.43062
36,0.10141,635,119,1,14.58,12,"High School","Full-time","Single","Yes",0,0.18192
63,0.21209,829,90,1,24.4,36,"Master's","Full-time","Single","Yes",0,1.03395
42,0.33182,525,45,2,11.16,12,"High School","Full-time","Single","Yes",0,0.20781
55,1.57033,708,18,4,22.51,60,"Bachelor's","Unemployed","Divorced","Yes",0,0.42531
18,2.0877,507,75,2,23.03,60,"PhD","Part-time","Married","Yes",0,0.30317
34,1.26203,310,79,3,24.55,12,"Master's","Full-time","Single","Yes",0,0.91541
34,1.38169,452,76,3,8.29,36,"High School","Unemployed","Divorced","No",0,0.74672
58,1.69883,399,98,2,4.09,24,"Bachelor's","Full-time","Divorced","Yes",0,0.31736
43,1.62426,487,58,3,22.44,24,"High School","Full-time","Single","Yes",0,0.67403
66,0.21242,772,90,3,24.8,12,"PhD","Full-time","Divorced","Yes",0,1.49288
23,2.22847,364,22,2,2.84,24,"High School","Part-time","Divorced","No",0,0.24109
18,1.6366,746,61,1,10.74,48,"Bachelor's","Part-time","Divorced","Yes",0,1.35247
50,1.62305,729,93,3,6.62,48,"Bachelor's","Full-time","Single","Yes",0,0.59708
22,0.36097,686,38,2,20.07,24,"Master's","Unemployed","Married","No",0,0.26106
37,0.96284,832,85,3,8.18,36,"Master's","Unemployed","Divorced","No",0,0.59277
38,2.34188,308,53,2,19.49,24,"High School","Full-time","Divorced","No",1,0.62452
56,2.10436,411,2,2,9.54,48,"High School","Part-time","Divorced","Yes",0,0.99601
45,2.19314,515,33,4,4.63,36,"Bachelor's","Unemployed","Married","No",0,0.52795
54,1.57285,467,26,1,24.66,36,"Bachelor's","Full-time","Single","Yes",0,1.48619
68,0.60759,816,104,4,16.85,24,"High School","Full-time","Married","No",0,0.2164
57,2.27663,613,69,4,22.98,12,"PhD","Full-time","Married","No",0,0.46136
54,2.38633,818,65,3,12.06,60,"PhD","Self-employed","Single","Yes",0,1.27185
18,1.36963,817,48,3,22.05,48,"Bachelor's","Unemployed","Divorced","No",1,1.39866
46,1.04953,489,60,3,15.13,24,"Master's","Unemployed","Single","No",1,1.42873
46,0.89799,526,5,1,10.11,48,"Master's","Self-employed","Single","Yes",0,0.31571
50,0.88026,390,114,2,24.39,48,"High School","Part-time","Divorced","Yes",0,0.30015
37,2.41672,514,40,2,4.92,36,"Master's","Full-time","Married","Yes",0,1.06356
55,1.52082,580,65,3,14.62,12,"PhD","Full-time","Divorced","No",0,0.64211
32,2.41793,341,23,2,12.56,36,"Bachelor's","Self-employed","Single","Yes",0,0.72709
59,0.25684,453,74,3,23.55,24,"High School","Part-time","Single","Yes",0,0.46138
28,1.13167,347,11,1,2.39,12,"High School","Unemployed","Married","Yes",0,0.28691
50,2.05065,449,101,1,18.78,24,"Master's","Part-time","Divorced","Yes",0,0.73772
38,2.36005,731,4,2,5.46,12,"Master's","Full-time","Married","Yes",0,1.22814
33,0.33095,625,47,1,22.13,36,"PhD","Self-employed","Divorced","Yes",0,0.17083
57,0.5757,719,109,2,5.22,12,"Master's","Part-time","Divorced","Yes",0,0.46673
20,0.99619,514,118,2,16.14,60,"Bachelor's","Full-time","Divorced","Yes",0,0.58822
50,1.77904,304,14,4,12.11,24,"Bachelor's","Full-time","Single","No",1,0.19572
39,0.75745,755,50,3,6.38,36,"Master's","Unemployed","Single","No",0,0.25315
29,0.91613,455,39,3,21.92,36,"Bachelor's","Unemployed","Single","No",0,0.79657
47,2.30105,583,72,4,5.66,24,"PhD","Unemployed","Single","Yes",1,1.21824
67,2.27977,734,66,1,9.88,24,"Bachelor's","Part-time","Single","No",0,0.61399
32,1.14371,577,80,3,21.48,12,"Bachelor's","Full-time","Single","No",0,0.70778
61,2.34599,809,54,4,9.85,24,"Master's","Part-time","Single","No",1,0.55833
68,2.29493,802,32,1,24.3,36,"PhD","Part-time","Divorced","No",0,1.29861
49,2.46831,826,110,1,16.6,60,"High School","Full-time","Married","No",0,1.25021
62,2.30007,658,66,1,19.63,48,"Master's","Self-employed","Married","Yes",0,1.02411
51,0.51118,549,105,3,2.32,36,"Bachelor's","Self-employed","Single","Yes",0,1.35975
56,0.99647,817,80,2,7.94,36,"Bachelor's","Part-time","Divorced","No",0,0.78219
30,0.74508,569,12,4,18.71,24,"PhD","Part-time","Single","No",0,0.86
19,1.41808,602,102,2,23.28,48,"Bachelor's","Full-time","Married","Yes",0,0.58478
51,2.22529,672,28,3,23.66,24,"High School","Full-time","Married","No",0,0.32476
40,0.31278,323,51,2,21.24,60,"Bachelor's","Self-employed","Divorced","No",0,0.75021
19,0.92478,730,105,3,13.59,24,"Bachelor's","Full-time","Married","No",0,0.18336
53,1.25866,580,32,3,3.22,12,"High School","Part-time","Single","Yes",0,0.86595
31,1.62346,530,49,1,9.06,12,"PhD","Self-employed","Married","Yes",0,1.1082
20,2.47277,614,113,3,14,36,"PhD","Part-time","Single","No",0,1.1474
46,0.36033,368,82,3,13.46,60,"High School","Unemployed","Single","Yes",0,1.40369
23,0.32368,818,29,3,18.16,12,"Bachelor's","Full-time","Divorced","No",0,1.46445
57,1.25329,609,47,3,21.66,24,"Master's","Self-employed","Divorced","Yes",0,1.43894
42,1.71518,412,17,1,24.42,60,"Bachelor's","Full-time","Single","No",0,0.42742
23,1.36496,417,112,4,5.8,24,"Master's","Full-time","Single","No",1,0.35167
55,1.53485,615,1,3,8.25,60,"High School","Part-time","Divorced","No",0,0.99379
56,2.42967,511,19,1,20.79,36,"High School","Self-employed","Single","Yes",0,0.20782
45,0.46496,382,49,4,10.05,60,"Bachelor's","Unemployed","Divorced","No",0,1.2945
63,1.2293,793,119,1,23.28,36,"High School","Part-time","Divorced","No",0,0.29149
59,1.83558,395,113,2,16.44,48,"Master's","Self-employed","Married","No",0,0.29769
18,1.86283,654,46,3,15.58,48,"Bachelor's","Full-time","Single","No",0,0.4505
58,2.23723,622,8,2,23.26,60,"Master's","Self-employed","Divorced","No",0,1.18301
63,0.24745,351,92,2,7.6,36,"Bachelor's","Part-time","Single","Yes",0,0.68593
45,0.92149,562,15,3,15.45,24,"Master's","Unemployed","Divorced","No",1,0.4573
47,1.3735,344,93,1,18.38,60,"PhD","Full-time","Married","Yes",0,0.58699
29,1.43964,317,108,4,8.4,60,"Bachelor's","Unemployed","Divorced","No",0,0.23318
28,1.83876,404,119,4,16.1,48,"Master's","Part-time","Divorced","Yes",0,0.35623
52,1.06989,378,73,1,5.45,36,"PhD","Unemployed","Divorced","Yes",0,0.19647
33,2.14496,647,4,3,5.23,36,"PhD","Unemployed","Single","No",0,1.14699
39,0.53799,753,94,1,10.53,60,"PhD","Full-time","Divorced","Yes",0,0.37756
24,0.56782,847,44,1,23.97,48,"Bachelor's","Self-employed","Divorced","Yes",1,1.14556
19,2.48519,768,76,2,4.58,60,"Master's","Unemployed","Single","Yes",0,1.16219
28,2.25152,781,49,2,2.4,24,"Bachelor's","Unemployed","Married","No",0,0.38803
67,1.88161,746,92,2,4.59,36,"Bachelor's","Full-time","Single","Yes",0,0.49382
63,2.01683,775,95,3,11.36,48,"Master's","Full-time","Single","Yes",0,0.41486
68,1.44186,435,33,4,13.75,48,"PhD","Full-time","Married","No",0,0.85504
19,1.89276,846,106,1,4.06,48,"High School","Self-employed","Divorced","No",0,0.54984
18,1.06349,647,24,3,12.57,60,"Bachelor's","Part-time","Married","Yes",0,1.09764
58,1.7834,529,8,2,7.02,60,"High School","Part-time","Married","No",0,1.16899
42,2.19401,639,21,2,7.77,60,"High School","Part-time","Divorced","Yes",0,0.72126
54,1.50493,370,58,4,15.91,36,"High School","Full-time","Divorced","No",0,1.06359
65,0.56613,835,33,2,10.2,24,"High School","Unemployed","Divorced","Yes",0,1.40328
18,2.03215,734,82,2,9.35,60,"High School","Part-time","Single","No",0,0.92865
42,1.40884,771,107,3,17.05,24,"Master's","Unemployed","Married","No",0,0.84598
18,0.05531,820,15,1,8.49,48,"PhD","Unemployed","Divorced","Yes",0,0.21809
25,1.34586,809,29,3,7.19,24,"Master's","Self-employed","Married","No",0,1.02237
44,1.55921,526,50,3,5.13,36,"PhD","Full-time","Divorced","Yes",0,0.88099
38,1.62244,835,105,4,22.74,12,"High School","Unemployed","Single","No",0,0.33786
53,0.25358,353,54,2,7.85,60,"Master's","Self-employed","Married","Yes",0,0.2184
31,2.38944,650,41,3,12.43,36,"Bachelor's","Part-time","Single","Yes",1,1.43004
51,0.99606,438,5,1,24.19,60,"PhD","Part-time","Married","Yes",0,0.773
18,0.14485,331,76,3,18.49,36,"Bachelor's","Self-employed","Divorced","No",0,1.0702
56,0.20216,339,5,1,13.01,24,"High School","Self-employed","Divorced","No",1,1.49398
43,1.59642,550,72,4,23.47,24,"Master's","Self-employed","Single","Yes",0,0.49824
67,1.73196,320,52,1,3.07,24,"Master's","Part-time","Divorced","Yes",0,0.20851
69,1.29734,411,83,2,14.12,36,"Master's","Full-time","Single","Yes",0,0.22923
28,1.73295,473,62,2,14.73,12,"PhD","Full-time","Single","Yes",0,0.49361
66,0.25556,680,34,1,2.63,12,"High School","Self-employed","Single","Yes",0,0.71993
64,1.64719,595,39,1,3.34,24,"PhD","Part-time","Divorced","No",0,0.25394
42,1.30583,367,95,3,6.45,12,"High School","Full-time","Single","No",0,0.79453
33,1.42907,352,69,4,5.24,48,"Bachelor's","Part-time","Married","Yes",1,0.83265
45,1.07941,322,60,1,4.51,12,"Bachelor's","Full-time","Single","Yes",0,0.25057
22,2.44953,591,112,2,21.37,36,"High School","Self-employed","Married","Yes",0,0.84787
51,0.23158,467,34,4,17.9,36,"Master's","Full-time","Single","No",0,0.88503
42,0.05477,600,66,2,2.32,24,"Master's","Full-time","Single","Yes",0,0.48299
45,0.78344,530,80,1,23.42,36,"Master's","Part-time","Divorced","No",0,0.75316
65,1.47106,793,67,4,20.59,60,"Bachelor's","Self-employed","Married","No",0,1.06573
37,1.52698,370,71,2,2.32,12,"Bachelor's","Unemployed","Divorced","No",0,0.81016
20,1.32286,580,116,2,16.24,24,"Bachelor's","Full-time","Single","No",0,1.29109
40,1.43256,691,43,1,8.5,12,"Master's","Unemployed","Married","Yes",0,0.15651
33,1.71893,475,59,2,13.3,60,"Master's","Unemployed","Married","Yes",0,0.91063
40,0.67754,441,25,1,6.14,60,"Bachelor's","Full-time","Single","No",0,1.13601
56,1.10807,337,23,4,9.26,48,"High School","Self-employed","Single","No",0,0.22357
65,0.73362,379,78,2,12.76,24,"Bachelor's","Part-time","Single","Yes",0,0.21317
49,0.57935,415,105,3,5.43,12,"Master's","Part-time","Single","Yes",0,1.32513
32,0.39396,744,15,2,9.92,48,"Master's","Unemployed","Single","Yes",0,0.57231
58,0.77789,641,86,4,3.24,24,"High School","Part-time","Single","Yes",0,1.38775
62,2.12452,668,13,1,11.3,24,"Bachelor's","Part-time","Divorced","No",1,0.6664
24,0.80688,397,50,4,7.45,60,"Bachelor's","Part-time","Divorced","Yes",0,1.38085
29,0.70969,841,109,2,12.84,48,"Master's","Full-time","Divorced","Yes",1,0.39755
25,1.5974,494,79,2,20.64,36,"High School","Full-time","Divorced","No",1,0.42121
47,0.34324,525,77,1,19.16,48,"Bachelor's","Unemployed","Married","No",0,0.45566
44,2.23737,377,119,2,3.45,60,"High School","Full-time","Married","No",0,1.47181
61,1.74634,789,72,1,17.67,36,"High School","Unemployed","Single","No",0,0.38783
60,0.7166,319,22,2,23.7,36,"PhD","Full-time","Single","Yes",0,1.21106
52,1.65665,585,18,3,18.56,24,"Bachelor's","Full-time","Married","No",0,0.60532
63,2.25981,535,23,2,12.98,60,"PhD","Part-time","Single","Yes",0,0.44033
20,1.59815,558,88,3,19.62,36,"Master's","Unemployed","Divorced","No",1,1.1646
27,0.09577,761,64,3,7.72,60,"PhD","Self-employed","Single","Yes",0,0.32227
19,2.34593,613,53,2,14.66,24,"Master's","Part-time","Divorced","No",1,0.17889
43,2.40259,799,4,4,10.56,36,"PhD","Full-time","Single","Yes",0,1.43766
53,0.96217,433,117,4,6.27,24,"Master's","Unemployed","Divorced","Yes",0,0.38008
34,1.17943,429,110,4,2.72,24,"High School","Self-employed","Divorced","No",0,1.16301
51,1.22479,465,41,2,24.19,24,"Master's","Self-employed","Married","No",0,1.01461
49,0.16556,472,47,1,18.03,36,"PhD","Part-time","Married","Yes",0,1.12293
66,1.49675,479,6,1,5.29,12,"Master's","Part-time","Married","Yes",0,0.64254
43,1.35683,744,22,1,9.57,24,"Bachelor's","Self-employed","Single","Yes",0,1.25642
32,0.74584,398,47,1,6.89,36,"High School","Self-employed","Divorced","Yes",0,1.40477
56,2.4093,430,66,3,5.92,24,"Bachelor's","Unemployed","Single","Yes",0,0.76661
33,0.90745,683,72,1,11.86,24,"PhD","Self-employed","Single","Yes",0,0.95379
47,2.1839,403,99,3,3.03,48,"Bachelor's","Part-time","Single","Yes",0,1.30351
38,0.85821,594,58,2,24.22,36,"Master's","Full-time","Married","No",0,1.15103
31,2.12332,395,53,2,24.36,48,"Bachelor's","Part-time","Divorced","Yes",1,0.48621
60,1.17462,448,92,2,2.07,24,"Master's","Full-time","Divorced","Yes",0,1.18846
48,0.7516,742,115,3,5.06,36,"Master's","Self-employed","Divorced","No",0,1.33764
37,1.63634,686,81,3,24.03,48,"PhD","Part-time","Married","Yes",0,1.04519
51,1.12889,527,102,1,24.7,24,"Master's","Full-time","Divorced","No",0,0.17714
64,0.33891,654,45,2,5.78,24,"PhD","Self-employed","Divorced","Yes",0,0.72644
26,0.4223,372,56,2,14.11,36,"High School","Self-employed","Single","No",0,1.08743
56,1.59366,761,54,2,19.02,60,"Bachelor's","Unemployed","Divorced","No",0,0.79177
43,1.26171,301,13,4,23.35,36,"High School","Part-time","Single","Yes",1,0.92621
20,0.47015,685,87,4,18.69,48,"Bachelor's","Self-employed","Married","Yes",0,0.50083
45,0.964,763,79,4,14.37,60,"High School","Full-time","Divorced","No",0,1.23849
38,1.43921,491,53,4,21.83,24,"Bachelor's","Part-time","Married","Yes",0,0.67288
33,2.49514,587,9,4,15.16,12,"High School","Part-time","Married","Yes",1,0.27408
55,0.17686,315,73,4,11.09,12,"PhD","Part-time","Divorced","No",0,0.1587
64,2.15514,450,100,3,8.98,60,"Bachelor's","Part-time","Single","No",0,1.32435
46,0.42572,684,45,3,7.97,36,"Bachelor's","Part-time","Married","Yes",0,0.89564
50,2.41249,820,16,1,10.21,12,"High School","Self-employed","Divorced","No",0,0.50922
49,2.25015,505,119,1,24.04,12,"High School","Unemployed","Married","No",1,0.20445
37,1.94958,489,26,3,10.11,36,"Bachelor's","Full-time","Single","No",0,1.31433
45,1.8351,654,79,1,8.26,12,"Bachelor's","Self-employed","Married","No",1,0.51162
27,0.51755,767,58,2,2.79,48,"PhD","Part-time","Married","No",0,1.04262
40,0.44953,433,63,2,14.94,48,"Master's","Full-time","Married","No",0,0.26841
42,0.09138,759,79,1,4.36,48,"Bachelor's","Part-time","Single","No",0,0.67958
47,0.23542,721,68,1,20.17,12,"PhD","Unemployed","Divorced","No",0,0.65412
31,1.70538,816,116,4,14.83,12,"PhD","Full-time","Married","No",0,1.46614
64,1.84998,440,29,3,22.33,36,"High School","Self-employed","Single","No",0,0.56141
26,0.71768,668,89,1,12.92,36,"Bachelor's","Self-employed","Single","No",0,0.2818
27,0.98263,816,58,2,2.93,36,"PhD","Self-employed","Divorced","Yes",0,1.15839
38,0.34844,843,33,2,9.11,36,"PhD","Full-time","Divorced","Yes",0,0.89541
56,1.62229,621,59,4,22.72,60,"PhD","Self-employed","Divorced","No",1,1.18193
62,2.08493,504,19,3,20.81,60,"Bachelor's","Unemployed","Single","No",0,1.07236
61,1.50429,840,68,4,22.85,60,"Bachelor's","Unemployed","Divorced","Yes",0,0.17834
63,2.28624,842,118,4,19.71,60,"Master's","Part-time","Divorced","Yes",0,0.91683
21,2.15063,802,57,4,11.09,48,"Bachelor's","Part-time","Married","No",0,1.40736
59,1.79718,518,69,1,13.68,48,"PhD","Self-employed","Married","Yes",0,1.23875
50,0.36993,529,6,3,14.58,12,"Bachelor's","Self-employed","Married","No",1,0.55409
61,1.73027,725,42,4,15.77,60,"Bachelor's","Full-time","Divorced","No",0,0.81913
48,2.306,849,62,3,23.81,48,"High School","Full-time","Married","Yes",0,1.14571
29,2.15794,568,48,1,22.48,24,"PhD","Full-time","Married","No",0,0.57522
33,0.12878,702,118,4,21.56,36,"Bachelor's","Full-time","Single","No",0,0.7334
64,0.98605,838,45,4,9.14,12,"Master's","Self-employed","Married","Yes",0,0.19849
50,1.67277,483,96,2,6.54,60,"Bachelor's","Unemployed","Married","No",0,0.86012
34,1.30067,540,84,1,22.62,12,"Master's","Full-time","Divorced","No",0,1.19816
58,1.97169,396,57,1,6.04,48,"PhD","Self-employed","Divorced","Yes",0,0.81877
22,1.28754,513,21,2,6.68,36,"Bachelor's","Unemployed","Divorced","Yes",1,0.20454
64,1.22422,559,117,1,4.8,24,"PhD","Unemployed","Divorced","No",0,0.62872
45,1.16866,788,77,3,11.55,36,"Master's","Unemployed","Married","No",0,0.3516
59,1.56978,620,59,1,17.63,36,"Master's","Part-time","Married","No",0,1.10978
46,1.3853,774,118,4,22.17,60,"Bachelor's","Full-time","Divorced","Yes",0,0.86617
60,1.04233,739,81,2,2.74,48,"PhD","Self-employed","Divorced","Yes",0,1.22703
34,0.44577,357,30,2,19.4,60,"PhD","Unemployed","Divorced","No",1,0.68929
57,1.27363,400,11,4,23.78,48,"Bachelor's","Part-time","Single","Yes",0,1.31648
62,0.21741,672,65,1,5.17,48,"Master's","Unemployed","Married","Yes",0,1.14543
27,0.4721,831,73,2,22.27,36,"High School","Full-time","Single","No",0,1.40522
18,2.25421,610,79,2,3.09,60,"Master's","Part-time","Married","No",0,0.91567
57,1.61475,654,116,1,21.83,24,"Bachelor's","Self-employed","Divorced","No",0,1.23349
58,0.42586,346,6,3,18.38,24,"Master's","Unemployed","Single","Yes",1,0.91713
52,1.01985,337,38,2,3.91,48,"Master's","Self-employed","Married","No",0,0.93946
46,2.06596,323,1,2,4.67,24,"Bachelor's","Part-time","Divorced","No",0,0.51405
34,0.97979,799,4,2,21.28,12,"High School","Self-employed","Divorced","No",1,0.72616
47,1.92398,438,101,4,24.99,48,"Bachelor's","Part-time","Married","Yes",0,1.21441
55,0.89328,783,60,1,19.42,24,"Master's","Self-employed","Married","No",0,1.43138
66,1.94066,718,108,4,3.61,48,"Master's","Unemployed","Married","Yes",0,1.13316
58,1.72456,366,18,4,14.34,60,"Master's","Unemployed","Single","No",0,1.23462
59,0.46177,652,42,2,3.2,12,"High School","Full-time","Single","Yes",0,0.69512
61,1.89306,813,101,2,14.63,24,"Master's","Self-employed","Divorced","Yes",0,0.87069
47,2.38849,751,75,2,8.93,36,"Master's","Self-employed","Divorced","No",0,1.07212
24,1.64989,599,77,4,2.68,24,"Master's","Self-employed","Divorced","Yes",0,0.38072
49,1.32048,565,89,2,2.75,36,"Bachelor's","Unemployed","Married","No",0,1.18452
27,2.29235,744,39,4,9.33,60,"High School","Part-time","Single","Yes",1,0.18971
55,0.08124,650,40,2,18.76,24,"Master's","Self-employed","Single","Yes",0,0.57411
52,0.85106,696,0,4,4.88,60,"Master's","Self-employed","Single","No",0,0.61185
49,1.10552,354,80,3,9,12,"Master's","Unemployed","Divorced","No",0,1.02797
29,1.75102,435,42,1,22.97,12,"High School","Unemployed","Married","No",1,0.2734
18,0.49324,562,118,4,8.13,24,"Master's","Self-employed","Single","Yes",0,1.2319
54,2.00958,572,11,3,8.92,12,"Master's","Part-time","Divorced","No",0,0.24134
44,0.66528,707,24,2,5.75,48,"Bachelor's","Full-time","Single","Yes",0,1.24051
62,1.07576,375,13,3,15.94,24,"Master's","Full-time","Single","No",0,1.48999
33,1.42151,715,61,3,14.11,60,"Master's","Part-time","Divorced","Yes",1,0.62178
54,0.44281,644,4,2,5.41,24,"Master's","Part-time","Single","No",0,0.23274
63,0.32767,784,79,2,22.61,12,"PhD","Part-time","Single","No",0,0.92203
46,0.63348,634,109,1,7.52,60,"Bachelor's","Full-time","Divorced","Yes",0,0.26011
37,1.11406,760,101,1,4.86,60,"Master's","Full-time","Married","No",0,0.52296
57,1.31798,465,85,2,8.72,12,"PhD","Full-time","Divorced","Yes",0,1.48631
22,0.37998,358,93,4,20.98,12,"High School","Full-time","Married","Yes",0,0.57413
